tour,as_of_date,elo_rank,player,age,elo,unnamed_4,helo_rank,helo,celo_rank,celo,gelo_rank,gelo,unnamed_11,peak_elo,peak_month,unnamed_14,atp_rank,log_diff
ATP,2026-02-16,172,Daniel Evans,35.6,1610.4,,164.0,1573.1,189.0,1527.5,96.0,1603.0,,1902.5,2021-04,,198.0,-0.14
ATP,2026-02-16,173,Yosuke Watanuki,27.8,1610.4,,166.0,1571.7,152.0,1582.1,122.0,1572.1,,1798.2,2023-05,,177.0,-0.02
ATP,2026-02-16,174,Carlos Taberner,28.4,1610.3,,274.0,1445.0,132.0,1604.7,288.0,1433.4,,1725.0,2021-10,,100.0,0.55
ATP,2026-02-16,175,Gilles Arnaud Bailly,20.3,1607.0,,175.0,1561.6,172.0,1546.5,136.0,1553.5,,1665.9,2026-01,,211.0,-0.19
ATP,2026-02-16,176,Jan Choinski,29.6,1606.7,,237.0,1480.8,111.0,1626.8,310.0,1419.3,,1669.3,2025-11,,124.0,0.35
ATP,2026-02-16,177,Emil Ruusuvuori,26.6,1606.1,,162.0,1576.8,163.0,1558.3,119.0,1576.4,,1893.2,2023-06,,570.0,-1.17
ATP,2026-02-16,178,Alex Bolt,33.0,1605.9,,176.0,1561.6,356.0,1368.0,109.0,1588.4,,1688.9,2019-03,,160.0,0.11
ATP,2026-02-16,179,Jurij Rodionov,26.7,1603.3,,169.0,1567.2,167.0,1552.8,171.0,1518.2,,1702.1,2023-06,,176.0,0.02
ATP,2026-02-16,180,Filip Misolic,24.4,1602.3,,234.0,1483.8,87.0,1671.4,151.0,1538.8,,1829.4,2025-07,,81.0,0.8
ATP,2026-02-16,181,Marco Trungelliti,36.0,1602.1,,222.0,1494.5,124.0,1618.0,229.0,1468.9,,1693.1,2018-07,,131.0,0.32
ATP,2026-02-16,182,Jerome Kym,22.9,1601.9,,179.0,1558.8,161.0,1566.4,215.0,1478.6,,1738.0,2024-10,,197.0,-0.08
ATP,2026-02-16,183,Lukas Klein,27.8,1601.1,,190.0,1535.1,115.0,1623.9,132.0,1557.2,,1777.5,2024-03,,150.0,0.2
ATP,2026-02-16,184,Alejandro Moro Canas,25.1,1599.6,,165.0,1571.9,184.0,1531.7,164.0,1523.2,,1673.5,2024-07,,244.0,-0.28
ATP,2026-02-16,185,Liam Broady,32.0,1597.7,,168.0,1568.2,237.0,1474.5,179.0,1511.9,,1757.4,2022-03,,282.0,-0.42
ATP,2026-02-16,186,Mark Lajal,22.7,1597.5,,181.0,1556.9,222.0,1494.0,111.0,1586.4,,1685.3,2025-07,,161.0,0.14
ATP,2026-02-16,187,Hugo Grenier,29.8,1597.0,,177.0,1560.8,260.0,1450.0,210.0,1482.5,,1734.0,2022-09,,193.0,-0.03
ATP,2026-02-16,188,Marko Topo,22.1,1594.6,,180.0,1557.7,185.0,1530.1,185.0,1506.5,,1663.9,2022-04,,239.0,-0.24
ATP,2026-02-16,189,Stefano Travaglia,34.1,1593.8,,174.0,1561.6,170.0,1549.5,235.0,1463.9,,1793.8,2021-02,,166.0,0.13
ATP,2026-02-16,190,Matteo Gigante,23.7,1591.8,,192.0,1533.6,136.0,1598.0,250.0,1457.1,,1709.5,2025-05,,167.0,0.13
ATP,2026-02-16,191,Facundo Bagnis,35.5,1590.7,,210.0,1512.9,149.0,1583.8,427.0,1363.2,,1737.0,2021-07,,392.0,-0.72
ATP,2026-02-16,192,Hugo Dellien,32.6,1590.1,,256.0,1462.1,156.0,1579.1,254.0,1455.8,,1779.8,2022-05,,158.0,0.19
ATP,2026-02-16,193,Elmer Moller,22.5,1587.6,,242.0,1473.3,143.0,1589.9,165.0,1522.9,,1741.1,2025-04,,121.0,0.47
ATP,2026-02-16,194,Toby Samuel,23.4,1586.8,,171.0,1564.4,306.0,1403.4,193.0,1497.3,,1684.5,2026-01,,243.0,-0.23
ATP,2026-02-16,195,Guy Den Ouden,23.8,1585.0,,338.0,1383.4,117.0,1623.6,257.0,1452.9,,1722.8,2025-08,,154.0,0.24
ATP,2026-02-16,196,Pavel Kotov,27.2,1584.9,,182.0,1555.0,169.0,1551.3,196.0,1496.4,,1797.1,2024-05,,336.0,-0.54
ATP,2026-02-16,197,Alvaro Guillen Meza,23.0,1582.8,,402.0,1328.5,157.0,1571.6,224.0,1471.3,,1627.0,2025-11,,202.0,-0.03
ATP,2026-02-16,198,Martin Landaluce,20.0,1582.4,,186.0,1543.8,215.0,1499.5,107.0,1589.5,,1741.8,2024-10,,159.0,0.22
ATP,2026-02-16,199,Jaime Faria,22.4,1581.3,,189.0,1538.2,199.0,1514.2,138.0,1552.6,,1692.5,2024-05,,147.0,0.3
ATP,2026-02-16,200,Tristan Schoolkate,24.9,1580.3,,188.0,1538.4,372.0,1353.2,120.0,1575.9,,1703.1,2025-07,,108.0,0.62
ATP,2026-02-16,201,Mikhail Kukushkin,38.1,1577.2,,187.0,1540.1,177.0,1541.6,144.0,1545.9,,1864.2,2010-10,,263.0,-0.27
ATP,2026-02-16,202,Clement Tabur,26.0,1576.8,,178.0,1559.3,235.0,1475.7,247.0,1457.9,,1583.9,2026-02,,191.0,0.06
ATP,2026-02-16,203,Federico Coria,33.9,1576.6,,246.0,1469.0,166.0,1555.0,364.0,1390.0,,1754.4,2021-07,,381.0,-0.63
ATP,2026-02-16,204,Pierre Hugues Herbert,34.8,1572.5,,184.0,1549.0,209.0,1504.1,153.0,1536.2,,1867.9,2019-06,,190.0,0.07
ATP,2026-02-16,205,Luka Mikrut,21.8,1571.2,,292.0,1430.3,118.0,1622.8,207.0,1485.6,,1735.4,2025-10,,165.0,0.22
ATP,2026-02-16,206,Chun Hsin Tseng,24.4,1569.8,,217.0,1500.8,150.0,1583.4,323.0,1413.1,,1715.6,2022-04,,115.0,0.58
ATP,2026-02-16,207,Ilya Ivashka,31.4,1566.9,,199.0,1528.7,138.0,1591.9,157.0,1530.9,,1922.5,2021-09,,799.0,-1.35
ATP,2026-02-16,208,Adam Walton,26.8,1565.8,,195.0,1532.7,274.0,1435.1,260.0,1452.4,,1747.1,2025-04,,93.0,0.8
ATP,2026-02-16,209,Constant Lestienne,33.1,1563.6,,191.0,1534.7,275.0,1433.6,248.0,1457.5,,1781.3,2023-01,,710.0,-1.22
ATP,2026-02-16,210,Daniel Elahi Galan,29.6,1563.6,,209.0,1513.8,182.0,1535.0,182.0,1508.8,,1757.5,2022-09,,184.0,0.13
ATP,2026-02-16,211,George Loffhagen,24.8,1561.2,,203.0,1519.8,321.0,1390.6,240.0,1462.9,,1649.0,2025-07,,204.0,0.03
ATP,2026-02-16,212,Alexis Galarneau,26.9,1558.6,,198.0,1529.2,279.0,1432.0,190.0,1498.2,,1631.5,2024-04,,230.0,-0.08
ATP,2026-02-16,213,Albert Ramos,37.7,1557.7,,202.0,1520.0,191.0,1526.1,305.0,1424.1,,1889.0,2017-04,,401.0,-0.63
ATP,2026-02-16,214,Yi Zhou,20.9,1556.5,,196.0,1531.4,354.0,1370.1,216.0,1478.2,,1610.1,2026-01,,220.0,-0.03
ATP,2026-02-16,215,Cedrik Marcel Stebe,35.3,1556.4,,200.0,1523.2,173.0,1544.9,237.0,1463.3,,1824.7,2017-09,,315.0,-0.38
ATP,2026-02-16,216,Frederico Ferreira Silva,30.8,1555.1,,193.0,1532.8,238.0,1473.9,188.0,1499.8,,1642.4,2021-05,,224.0,-0.04
ATP,2026-02-16,217,Andrea Pellegrino,28.8,1553.0,,371.0,1361.5,162.0,1561.4,348.0,1398.4,,1644.1,2025-06,,140.0,0.44
ATP,2026-02-16,218,Henrique Rocha,21.8,1550.2,,212.0,1511.6,192.0,1524.6,212.0,1481.0,,1637.6,2024-09,,172.0,0.24
ATP,2026-02-16,219,Elias Ymer,29.8,1545.5,,211.0,1512.4,210.0,1503.1,184.0,1506.6,,1751.8,2015-06,,188.0,0.15
ATP,2026-02-16,220,Thiago Monteiro,31.6,1544.7,,201.0,1521.2,183.0,1533.5,245.0,1459.2,,1748.2,2024-05,,208.0,0.06
ATP,2026-02-16,221,Mitchell Krueger,32.0,1544.5,,216.0,1505.7,214.0,1499.9,233.0,1465.4,,1653.6,2022-04,,249.0,-0.12
ATP,2026-02-16,222,Shintaro Mochizuki,22.6,1543.1,,244.0,1471.0,217.0,1498.0,100.0,1599.4,,1714.9,2025-10,,117.0,0.64
ATP,2026-02-16,223,Tom Gentzsch,22.4,1540.8,,213.0,1509.7,263.0,1447.9,226.0,1470.4,,1559.8,2026-02,,245.0,-0.09
ATP,2026-02-16,224,Pol Martin Tiffon,26.5,1537.3,,194.0,1532.8,270.0,1440.5,283.0,1435.9,,1549.2,2026-02,,255.0,-0.13
ATP,2026-02-16,225,Facundo Diaz Acosta,25.1,1537.0,,259.0,1461.3,178.0,1541.3,338.0,1404.5,,1791.9,2024-02,,284.0,-0.23
ATP,2026-02-16,226,Brandon Holt,27.7,1536.8,,215.0,1507.1,370.0,1353.7,183.0,1507.0,,1725.5,2025-02,,151.0,0.4
ATP,2026-02-16,227,James Mccabe,22.5,1536.1,,221.0,1499.1,400.0,1331.5,174.0,1517.1,,1584.1,2025-03,,210.0,0.08
ATP,2026-02-16,228,Dominic Stricker,23.1,1535.6,,219.0,1500.0,224.0,1493.6,155.0,1531.3,,1798.6,2021-06,,376.0,-0.5
ATP,2026-02-16,229,Henri Squire,25.3,1535.5,,238.0,1479.3,188.0,1528.4,391.0,1381.2,,1670.0,2024-06,,248.0,-0.08
ATP,2026-02-16,230,Federico Agustin Gomez,29.2,1533.3,,205.0,1514.6,233.0,1478.9,221.0,1474.7,,1668.6,2024-09,,182.0,0.23
ATP,2026-02-16,231,Edas Butvilas,21.5,1533.1,,204.0,1518.4,315.0,1394.1,261.0,1450.5,,1672.0,2024-09,,254.0,-0.09
ATP,2026-02-16,232,Igor Ribeiro Marcondes,28.6,1532.0,,284.0,1436.8,180.0,1538.7,230.0,1466.0,,1649.4,2026-01,,348.0,-0.41
ATP,2026-02-16,233,Marc Andrea Huesler,29.6,1530.6,,214.0,1507.4,203.0,1512.1,214.0,1479.9,,1817.0,2023-02,,227.0,0.03
ATP,2026-02-16,234,Luka Pavlovic,25.8,1529.8,,303.0,1418.6,198.0,1515.7,200.0,1492.8,,1635.0,2025-07,,209.0,0.11
ATP,2026-02-16,235,Ricardas Berankis,35.1,1529.4,,227.0,1490.1,190.0,1527.5,181.0,1510.6,,1842.4,2011-02,,573.0,-0.89
ATP,2026-02-16,236,Bernard Tomic,33.3,1529.3,,231.0,1487.8,261.0,1449.0,150.0,1539.3,,1947.4,2015-03,,187.0,0.23
ATP,2026-02-16,237,Alexander Ritschard,31.7,1528.0,,263.0,1454.4,165.0,1557.1,228.0,1469.4,,1695.9,2024-07,,572.0,-0.88
ATP,2026-02-16,238,Thiago Seyboth Wild,25.9,1527.8,,206.0,1514.0,200.0,1513.4,219.0,1476.0,,1793.4,2024-05,,219.0,0.08
ATP,2026-02-16,239,Nicolas Mejia,25.9,1527.6,,269.0,1451.7,174.0,1542.9,236.0,1463.8,,1536.3,2021-07,,179.0,0.29
ATP,2026-02-16,240,Norbert Gombos,35.4,1527.1,,230.0,1488.7,197.0,1517.7,267.0,1445.0,,1753.2,2020-11,,298.0,-0.22
ATP,2026-02-16,241,Remy Bertola,27.4,1526.3,,220.0,1499.9,316.0,1393.9,239.0,1463.1,,1580.9,2026-01,,213.0,0.12
ATP,2026-02-16,242,Oliver Tarvet,22.0,1526.2,,239.0,1478.5,201.0,1513.1,104.0,1594.6,,1735.2,2025-08,,324.0,-0.29
ATP,2026-02-16,243,Moez Echargui,33.0,1524.5,,225.0,1493.4,273.0,1436.5,241.0,1462.2,,1647.0,2025-09,,139.0,0.56
ATP,2026-02-16,244,Christopher Eubanks,29.4,1523.4,,226.0,1493.0,298.0,1414.6,162.0,1524.2,,1864.8,2023-07,,393.0,-0.48
ATP,2026-02-16,245,Trevor Svajda,19.8,1520.9,,232.0,1485.9,352.0,1370.4,242.0,1460.4,,1625.4,2025-09,,361.0,-0.39
ATP,2026-02-16,246,Juan Pablo Varillas,30.3,1520.5,,326.0,1397.0,202.0,1513.0,372.0,1388.3,,1730.0,2021-10,,280.0,-0.13
ATP,2026-02-16,247,Gregoire Barrere,31.5,1517.8,,223.0,1494.5,226.0,1490.7,172.0,1518.2,,1804.5,2020-02,,845.0,-1.23
ATP,2026-02-16,248,Felipe Meligeni Alves,27.9,1517.2,,280.0,1441.8,205.0,1510.2,175.0,1517.1,,1695.3,2023-10,,238.0,0.04
ATP,2026-02-16,249,August Holmgren,27.7,1516.5,,262.0,1459.9,311.0,1398.0,101.0,1598.5,,1677.9,2021-09,,199.0,0.22
ATP,2026-02-16,250,Stefan Dostanic,24.2,1516.3,,228.0,1489.7,355.0,1368.1,246.0,1458.1,,1516.3,2026-02,,354.0,-0.35
ATP,2026-02-16,251,Hynek Barton,21.8,1513.5,,236.0,1481.0,240.0,1471.9,251.0,1456.8,,1544.9,2025-07,,293.0,-0.15
ATP,2026-02-16,252,Justin Engel,18.3,1513.4,,254.0,1463.6,327.0,1387.2,206.0,1485.7,,1607.8,2025-11,,194.0,0.26
ATP,2026-02-16,253,Zdenek Kolar,29.3,1512.6,,287.0,1434.7,196.0,1519.3,258.0,1452.9,,1621.1,2021-09,,196.0,0.26
ATP,2026-02-16,254,Tristan Boyer,24.8,1512.4,,218.0,1500.8,244.0,1469.7,294.0,1428.6,,1753.1,2025-01,,217.0,0.16
ATP,2026-02-16,255,Inaki Montes De La Torre,23.2,1512.4,,233.0,1485.3,309.0,1398.6,252.0,1456.2,,1529.0,2025-02,,379.0,-0.4
ATP,2026-02-16,256,Dan Added,26.8,1512.3,,240.0,1478.5,366.0,1358.4,253.0,1456.2,,1565.5,2025-11,,201.0,0.24
ATP,2026-02-16,257,Sumit Nagal,28.4,1512.1,,253.0,1464.3,204.0,1511.0,369.0,1388.5,,1745.2,2019-09,,297.0,-0.14
ATP,2026-02-16,258,Marco Cecchinato,33.3,1512.0,,308.0,1414.3,219.0,1497.3,333.0,1406.3,,1838.6,2018-07,,216.0,0.18
ATP,2026-02-16,259,Yu Hsiou Hsu,26.8,1511.1,,235.0,1482.1,328.0,1385.5,441.0,1357.0,,1648.0,2023-11,,221.0,0.16
ATP,2026-02-16,260,Li Tu,29.7,1510.0,,252.0,1464.5,285.0,1427.3,159.0,1527.5,,1633.5,2022-10,,375.0,-0.37
ATP,2026-02-16,261,Gonzalo Bueno,21.8,1508.4,,411.0,1322.8,211.0,1502.2,256.0,1454.2,,1602.2,2025-11,,218.0,0.18
ATP,2026-02-16,262,Max Hans Rehberg,22.3,1508.2,,229.0,1489.0,302.0,1409.8,376.0,1387.0,,1575.0,2025-02,,571.0,-0.78
ATP,2026-02-16,263,Stefano Napolitano,30.8,1508.2,,266.0,1452.9,208.0,1504.3,222.0,1473.0,,1662.1,2024-05,,437.0,-0.51
ATP,2026-02-16,264,Timofey Skatov,25.0,1507.7,,248.0,1467.4,216.0,1498.1,232.0,1465.9,,1672.0,2024-07,,195.0,0.3
ATP,2026-02-16,265,Lukas Neumayer,23.4,1503.5,,315.0,1411.4,218.0,1497.3,326.0,1407.3,,1600.2,2025-06,,222.0,0.18
ATP,2026-02-16,266,Rio Noguchi,27.1,1502.7,,247.0,1467.5,433.0,1299.0,334.0,1406.3,,1550.7,2026-01,,250.0,0.06
ATP,2026-02-16,267,Franco Agamenone,32.8,1502.2,,351.0,1370.8,230.0,1486.0,395.0,1380.1,,1707.6,2021-10,,262.0,0.02
ATP,2026-02-16,268,Vitaliy Sachko,28.5,1501.9,,265.0,1453.0,234.0,1476.7,351.0,1397.7,,1643.5,2023-07,,181.0,0.39
ATP,2026-02-16,269,Stefan Kozlov,28.0,1498.2,,255.0,1462.2,249.0,1464.1,264.0,1449.0,,1724.4,2022-02,,272.0,-0.01
ATP,2026-02-16,270,Yasutaka Uchiyama,33.5,1497.7,,250.0,1465.6,361.0,1365.0,284.0,1434.8,,1727.5,2019-10,,285.0,-0.05
ATP,2026-02-16,271,Johannus Monday,24.0,1497.1,,245.0,1469.6,365.0,1358.5,347.0,1398.7,,1559.8,2026-01,,240.0,0.12
ATP,2026-02-16,272,Taro Daniel,33.0,1495.1,,241.0,1474.2,250.0,1463.6,266.0,1445.2,,1766.8,2023-04,,404.0,-0.4
ATP,2026-02-16,273,Pedro Cachin,30.1,1494.6,,327.0,1396.9,220.0,1497.1,386.0,1383.9,,1767.7,2023-07,,798.0,-1.07
ATP,2026-02-16,274,Stefanos Sakellaridis,21.3,1493.0,,271.0,1449.2,206.0,1508.9,195.0,1496.5,,1590.2,2025-10,,275.0,0.0
ATP,2026-02-16,275,Kimmer Coppejans,32.0,1492.5,,278.0,1442.7,243.0,1470.1,293.0,1429.8,,1697.0,2015-04,,251.0,0.09
ATP,2026-02-16,276,Alibek Kachmazov,23.4,1490.4,,249.0,1466.5,313.0,1396.4,263.0,1449.5,,1637.5,2025-04,,456.0,-0.5
ATP,2026-02-16,277,Enzo Couacaud,30.5,1490.1,,260.0,1460.9,236.0,1474.7,208.0,1484.1,,1647.1,2020-02,,694.0,-0.92
ATP,2026-02-16,278,Oleg Prihodko,28.3,1489.5,,270.0,1450.3,292.0,1423.1,268.0,1444.8,,1514.0,2021-12,,353.0,-0.24
ATP,2026-02-16,279,Billy Harris,31.0,1489.5,,282.0,1438.0,317.0,1393.1,194.0,1497.1,,1711.4,2024-06,,144.0,0.66
ATP,2026-02-16,280,Joel Schwaerzler,19.9,1489.5,,322.0,1400.6,227.0,1490.0,269.0,1444.8,,1621.9,2024-05,,246.0,0.13
ATP,2026-02-16,281,Javier Barranco Cosano,27.2,1489.4,,283.0,1437.2,254.0,1457.3,265.0,1448.7,,1581.0,2024-07,,377.0,-0.29
ATP,2026-02-16,282,Daniel Rincon,23.0,1486.5,,207.0,1513.9,287.0,1426.6,450.0,1353.6,,1613.8,2023-09,,277.0,0.02
ATP,2026-02-16,283,Federico Cina,18.8,1483.9,,277.0,1443.0,245.0,1469.3,270.0,1442.0,,1644.2,2025-06,,225.0,0.23
ATP,2026-02-16,284,Nerman Fatic,31.2,1483.7,,306.0,1417.7,241.0,1471.8,244.0,1460.1,,1584.4,2023-07,,223.0,0.24
ATP,2026-02-16,285,Duje Ajdukovic,25.0,1483.3,,261.0,1459.9,232.0,1479.8,444.0,1355.6,,1687.6,2024-09,,346.0,-0.19
ATP,2026-02-16,286,Sascha Gueymard Wayenburg,22.5,1483.1,,276.0,1444.0,264.0,1447.2,335.0,1406.0,,1563.9,2025-01,,267.0,0.07
ATP,2026-02-16,287,Lautaro Midon,21.8,1481.4,,294.0,1429.1,265.0,1447.1,271.0,1440.7,,1498.4,2025-06,,226.0,0.24
ATP,2026-02-16,288,Hyeon Chung,29.7,1481.2,,267.0,1452.6,195.0,1522.1,353.0,1396.5,,1991.8,2018-03,,396.0,-0.32
ATP,2026-02-16,289,Arthur Bouquier,25.1,1480.9,,251.0,1464.7,409.0,1320.3,297.0,1427.9,,1732.0,2025-03,,358.0,-0.21
ATP,2026-02-16,290,Beibit Zhukayev,25.2,1480.1,,289.0,1433.3,382.0,1343.2,166.0,1522.1,,1640.2,2023-11,,292.0,-0.01
ATP,2026-02-16,291,Mees Rottgering,18.5,1478.6,,264.0,1454.4,267.0,1444.1,223.0,1472.7,,1495.6,2026-02,,503.0,-0.55
ATP,2026-02-16,292,Dennis Novak,32.1,1477.4,,257.0,1461.8,253.0,1458.7,154.0,1534.8,,1758.9,2019-11,,644.0,-0.79
ATP,2026-02-16,293,Tom Paris,23.1,1476.7,,279.0,1442.2,319.0,1391.6,277.0,1438.3,,1497.2,2025-11,,330.0,-0.12
ATP,2026-02-16,294,Gianluca Cadenasso,21.1,1476.5,,384.0,1348.3,257.0,1454.2,278.0,1438.3,,1551.1,2025-11,,,
ATP,2026-02-16,295,Kenta Miyoshi,21.6,1475.6,,272.0,1446.7,377.0,1347.8,279.0,1437.8,,1512.8,2025-11,,637.0,-0.77
ATP,2026-02-16,296,Abedallah Shelbayh,22.2,1475.4,,258.0,1461.4,347.0,1373.2,255.0,1455.4,,1648.2,2024-02,,318.0,-0.07
ATP,2026-02-16,297,Maks Kasnikowski,22.5,1473.5,,296.0,1425.9,212.0,1501.9,205.0,1486.8,,1652.1,2024-06,,371.0,-0.22
ATP,2026-02-16,298,Andrej Martin,36.1,1473.0,,347.0,1374.3,266.0,1446.8,458.0,1348.8,,1674.7,2014-08,,328.0,-0.1
ATP,2026-02-16,299,Jozef Kovalik,32.8,1472.8,,302.0,1421.1,248.0,1465.6,402.0,1374.3,,1721.8,2018-07,,695.0,-0.84
ATP,2026-02-16,300,Juan Carlos Prado Angelo,20.9,1472.6,,361.0,1366.8,225.0,1491.9,281.0,1436.3,,1611.6,2025-10,,212.0,0.35
ATP,2026-02-16,301,Petr Brunclik,19.5,1472.2,,286.0,1434.9,325.0,1388.2,282.0,1436.1,,1538.3,2025-11,,286.0,0.05
ATP,2026-02-16,302,Maximus Jones,21.4,1468.8,,268.0,1452.1,337.0,1376.8,285.0,1434.4,,1524.4,2025-04,,301.0,0.0
ATP,2026-02-16,303,Ivan Gakhov,29.2,1468.7,,318.0,1403.3,286.0,1426.6,336.0,1405.9,,1659.6,2023-05,,253.0,0.18
ATP,2026-02-16,304,Mert Alkaya,25.6,1467.0,,273.0,1446.1,338.0,1376.1,287.0,1433.5,,1482.9,2025-11,,383.0,-0.23
ATP,2026-02-16,305,Eliakim Coulibaly,23.5,1465.5,,281.0,1440.6,331.0,1381.6,290.0,1432.8,,1537.1,2025-05,,309.0,-0.01
ATP,2026-02-16,306,Hamish Stewart,26.3,1465.1,,319.0,1403.2,384.0,1342.5,199.0,1493.8,,1602.2,2025-08,,339.0,-0.1
ATP,2026-02-16,307,Ioannis Xilas,24.7,1463.3,,275.0,1444.1,231.0,1481.6,211.0,1481.6,,1652.3,2025-08,,367.0,-0.18
ATP,2026-02-16,308,Genaro Alberto Olivieri,27.5,1460.9,,391.0,1339.6,262.0,1448.5,446.0,1355.4,,1585.6,2023-07,,229.0,0.3
ATP,2026-02-16,309,Daniel Michalski,26.0,1460.0,,243.0,1472.3,324.0,1388.2,213.0,1480.0,,1590.8,2020-02,,260.0,0.17
ATP,2026-02-16,310,Radu Albot,36.2,1459.9,,291.0,1432.5,256.0,1455.0,189.0,1498.8,,1823.4,2019-05,,426.0,-0.32
ATP,2026-02-16,311,Murphy Cassone,23.4,1459.1,,293.0,1429.2,394.0,1333.6,321.0,1413.6,,1684.9,2025-02,,241.0,0.25
ATP,2026-02-16,312,Juan Pablo Ficovich,28.9,1458.8,,298.0,1425.6,271.0,1439.8,272.0,1440.6,,1597.4,2020-10,,183.0,0.53
ATP,2026-02-16,313,Andrea Collarini,34.0,1458.4,,392.0,1338.3,268.0,1443.1,457.0,1349.6,,1572.5,2019-09,,233.0,0.3
ATP,2026-02-16,314,Oriol Roca Batalla,32.1,1456.9,,339.0,1383.4,277.0,1433.1,366.0,1389.6,,1554.6,2024-06,,419.0,-0.29
ATP,2026-02-16,315,Jay Clarke,27.5,1456.4,,305.0,1418.3,278.0,1432.2,455.0,1349.9,,1617.4,2018-07,,185.0,0.53
ATP,2026-02-16,316,Blake Ellis,27.0,1456.1,,295.0,1426.2,387.0,1338.0,296.0,1428.0,,1490.7,2018-02,,446.0,-0.34
ATP,2026-02-16,317,Christoph Negritu,31.8,1456.1,,300.0,1422.1,289.0,1426.1,295.0,1428.0,,1540.2,2024-11,,363.0,-0.14
ATP,2026-02-16,318,Jay Dylan Hara Friend,22.1,1454.9,,285.0,1436.8,396.0,1332.3,298.0,1427.5,,1581.8,2025-10,,489.0,-0.43
ATP,2026-02-16,319,Lilian Marmousez,24.0,1454.4,,325.0,1397.6,282.0,1428.3,299.0,1427.2,,1522.8,2026-01,,291.0,0.09
ATP,2026-02-16,320,Mats Rosenkranz,27.4,1453.5,,299.0,1424.3,410.0,1320.2,349.0,1398.4,,1503.3,2025-10,,295.0,0.08
ATP,2026-02-16,321,Alex Barrena,23.3,1452.8,,440.0,1294.5,255.0,1455.9,300.0,1426.4,,1596.1,2025-07,,180.0,0.58
ATP,2026-02-16,322,Calvin Hemery,31.0,1452.1,,334.0,1390.0,246.0,1469.1,397.0,1378.2,,1651.1,2015-06,,294.0,0.09
ATP,2026-02-16,323,Gastao Elias,35.1,1451.8,,301.0,1421.5,280.0,1429.9,403.0,1374.2,,1737.5,2016-08,,389.0,-0.19
ATP,2026-02-16,324,Lorenzo Giustino,34.4,1451.4,,290.0,1433.0,323.0,1388.8,479.0,1331.5,,1643.8,2019-06,,206.0,0.45
ATP,2026-02-16,325,Michael Geerts,31.0,1451.2,,288.0,1433.4,345.0,1373.5,412.0,1369.2,,1540.6,2023-03,,299.0,0.08
ATP,2026-02-16,326,Joao Lucas Reis Da Silva,25.8,1448.4,,390.0,1340.6,258.0,1452.2,304.0,1424.2,,1531.3,2025-11,,207.0,0.45
ATP,2026-02-16,327,Benjamin Hassan,31.0,1446.4,,324.0,1398.3,252.0,1459.1,309.0,1419.9,,1680.2,2023-10,,287.0,0.13
ATP,2026-02-16,328,Karue Sell,31.7,1446.2,,309.0,1413.5,300.0,1411.8,306.0,1423.1,,1529.3,2024-10,,668.0,-0.71
ATP,2026-02-16,329,Petr Bar Biryukov,23.9,1444.0,,304.0,1418.4,398.0,1332.0,307.0,1422.0,,1488.1,2025-10,,303.0,0.08
ATP,2026-02-16,330,Facundo Mena,33.3,1443.9,,375.0,1355.4,283.0,1428.2,379.0,1386.6,,1616.9,2019-09,,333.0,-0.01
ATP,2026-02-16,331,Charles Broom,27.7,1443.8,,310.0,1413.5,399.0,1331.9,303.0,1424.3,,1536.4,2024-06,,259.0,0.25
ATP,2026-02-16,332,Dimitar Kuzmanov,32.4,1441.0,,297.0,1425.7,303.0,1407.7,316.0,1415.4,,1640.1,2021-05,,265.0,0.23
ATP,2026-02-16,333,Ryan Peniston,30.2,1441.0,,321.0,1402.0,368.0,1356.5,273.0,1440.0,,1723.2,2022-06,,234.0,0.35
ATP,2026-02-16,334,Denis Yevseyev,32.7,1440.3,,307.0,1416.6,310.0,1398.3,292.0,1430.1,,1565.7,2024-01,,350.0,-0.05
ATP,2026-02-16,335,Aziz Dougaz,28.3,1438.8,,312.0,1412.7,290.0,1425.7,363.0,1390.3,,1555.3,2020-02,,402.0,-0.18
ATP,2026-02-16,336,Antoine Escoffier,33.6,1435.7,,311.0,1413.4,471.0,1258.4,429.0,1360.8,,1628.4,2023-03,,457.0,-0.31
ATP,2026-02-16,337,Stuart Parker,28.2,1434.0,,314.0,1412.2,405.0,1327.0,487.0,1324.7,,1524.1,2025-03,,428.0,-0.24
ATP,2026-02-16,338,Henry Bernet,18.9,1433.2,,366.0,1364.7,294.0,1418.7,312.0,1416.6,,1537.6,2025-11,,506.0,-0.4
ATP,2026-02-16,339,Mili Poljicak,21.1,1433.0,,456.0,1277.6,295.0,1418.7,394.0,1380.6,,1508.5,2025-05,,390.0,-0.14
ATP,2026-02-16,340,Enrico Dalla Valle,27.8,1432.6,,354.0,1370.4,296.0,1416.5,313.0,1416.3,,1543.6,2024-07,,492.0,-0.37
ATP,2026-02-16,341,Philip Henning,25.2,1432.0,,316.0,1410.3,344.0,1373.5,231.0,1466.0,,1559.8,2021-09,,311.0,0.09
ATP,2026-02-16,342,Pedro Boscardin Dias,23.0,1431.9,,479.0,1248.2,284.0,1427.4,314.0,1416.0,,1444.6,2025-10,,256.0,0.29
ATP,2026-02-16,343,Andres Andrade,27.1,1431.0,,357.0,1368.9,269.0,1440.6,315.0,1415.5,,1584.8,2024-08,,252.0,0.31
ATP,2026-02-16,344,Kilian Feldbausch,20.4,1430.9,,425.0,1308.3,288.0,1426.3,317.0,1415.4,,1499.1,2024-01,,414.0,-0.19
